language,wals,metric,algorithm,value,run_id
PAUMARÍ,pau,del-chars,gzip,1.2842240975152368,8
PAUMARÍ,pau,del-chars,gzip,1.2850658483569877,9
PIRATAPÚYA,prt,del-chars,gzip,1.283455112811886,0
PIRATAPÚYA,prt,del-chars,gzip,1.286382956865666,1
PIRATAPÚYA,prt,del-chars,gzip,1.2833138571777125,2
PIRATAPÚYA,prt,del-chars,gzip,1.284238439510485,3
PIRATAPÚYA,prt,del-chars,gzip,1.2833202778883568,4
PIRATAPÚYA,prt,del-chars,gzip,1.2824149576875168,5
PIRATAPÚYA,prt,del-chars,gzip,1.2835321613396171,6
PIRATAPÚYA,prt,del-chars,gzip,1.281079449873512,7
PIRATAPÚYA,prt,del-chars,gzip,1.2845594750426976,8
PIRATAPÚYA,prt,del-chars,gzip,1.2854455331116048,9
PORTUGUESE,por,del-chars,gzip,1.1121369320190402,0
PORTUGUESE,por,del-chars,gzip,1.1117751999802692,1
PORTUGUESE,por,del-chars,gzip,1.1121615955671382,2
PORTUGUESE,por,del-chars,gzip,1.1124904428751121,3
PORTUGUESE,por,del-chars,gzip,1.1109284181622368,4
PORTUGUESE,por,del-chars,gzip,1.1109695240757336,5
PORTUGUESE,por,del-chars,gzip,1.112589097067504,6
PORTUGUESE,por,del-chars,gzip,1.1122684709422297,7
PORTUGUESE,por,del-chars,gzip,1.1119807295477528,8
PORTUGUESE,por,del-chars,gzip,1.111199717191315,9
RIKBAKTSA,rik,del-chars,gzip,1.2737575740335108,0
RIKBAKTSA,rik,del-chars,gzip,1.2728757147327396,1
RIKBAKTSA,rik,del-chars,gzip,1.2716638693710351,2
RIKBAKTSA,rik,del-chars,gzip,1.2723409097374334,3
RIKBAKTSA,rik,del-chars,gzip,1.2711176855460415,4
RIKBAKTSA,rik,del-chars,gzip,1.2721986743663414,5
RIKBAKTSA,rik,del-chars,gzip,1.2738144681819474,6
RIKBAKTSA,rik,del-chars,gzip,1.2715899069780674,7
RIKBAKTSA,rik,del-chars,gzip,1.272329530907746,8
RIKBAKTSA,rik,del-chars,gzip,1.2744858191335022,9
SANUMÁ,snm,del-chars,gzip,1.2499265314845984,0
SANUMÁ,snm,del-chars,gzip,1.251310411156528,1
SANUMÁ,snm,del-chars,gzip,1.251508108252518,2
SANUMÁ,snm,del-chars,gzip,1.2495899121049399,3
SANUMÁ,snm,del-chars,gzip,1.2503272688413347,4
SANUMÁ,snm,del-chars,gzip,1.249306724372846,5
SANUMÁ,snm,del-chars,gzip,1.248270150410088,6
SANUMÁ,snm,del-chars,gzip,1.251705805348508,7
SANUMÁ,snm,del-chars,gzip,1.2503593278298737,8
SANUMÁ,snm,del-chars,gzip,1.2498036386951992,9
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.228551537556565,0
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.228793880617402,1
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2274059158144268,2
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2290582548655877,3
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2277892584742962,4
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2299130649347216,5
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.22920366070209,6
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.230014408396526,7
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2309661556899947,8
SATERÉ-MAWÉ,[mav],del-chars,gzip,1.2307150001542184,9
SIRIANO,sri,del-chars,gzip,1.2619411183505953,0
SIRIANO,sri,del-chars,gzip,1.2623487711685817,1
SIRIANO,sri,del-chars,gzip,1.261429824985663,2
SIRIANO,sri,del-chars,gzip,1.2635924577319302,3
SIRIANO,sri,del-chars,gzip,1.2597093919063642,4
SIRIANO,sri,del-chars,gzip,1.260849437922767,5
SIRIANO,sri,del-chars,gzip,1.2620171214183555,6
SIRIANO,sri,del-chars,gzip,1.2601515915733326,7
SIRIANO,sri,del-chars,gzip,1.2597577574949388,8
SIRIANO,sri,del-chars,gzip,1.2617822028452785,9
SPANISH,spa,del-chars,gzip,1.1179399476111098,0
SPANISH,spa,del-chars,gzip,1.117802841700402,1
SPANISH,spa,del-chars,gzip,1.1173698756665873,2
SPANISH,spa,del-chars,gzip,1.1175214137784224,3
SPANISH,spa,del-chars,gzip,1.1174709010744774,4
SPANISH,spa,del-chars,gzip,1.118603828862959,5
SPANISH,spa,del-chars,gzip,1.1171822570519343,6
SPANISH,spa,del-chars,gzip,1.1201697226852554,7
SPANISH,spa,del-chars,gzip,1.1178461383037834,8
SPANISH,spa,del-chars,gzip,1.1175863586834947,9
TENHARIM,[pah],del-chars,gzip,1.2627077963413234,0
TENHARIM,[pah],del-chars,gzip,1.2624208208542478,1
TENHARIM,[pah],del-chars,gzip,1.261570329865278,2
TENHARIM,[pah],del-chars,gzip,1.2625773529381072,3
TENHARIM,[pah],del-chars,gzip,1.262092103478143,4
TENHARIM,[pah],del-chars,gzip,1.2628956348419547,5
TENHARIM,[pah],del-chars,gzip,1.2618781762968683,6
TENHARIM,[pah],del-chars,gzip,1.2617320796852662,7
TENHARIM,[pah],del-chars,gzip,1.263500892232878,8
TENHARIM,[pah],del-chars,gzip,1.2633704488296618,9
TERÊNA,trn,del-chars,gzip,1.1960314471867548,0
TERÊNA,trn,del-chars,gzip,1.1982450735403187,1
TERÊNA,trn,del-chars,gzip,1.1967959470098928,2
TERÊNA,trn,del-chars,gzip,1.197366469265966,3
TERÊNA,trn,del-chars,gzip,1.1965905589977066,4
TERÊNA,trn,del-chars,gzip,1.1948162347813187,5
TERÊNA,trn,del-chars,gzip,1.1992491927110076,6
TERÊNA,trn,del-chars,gzip,1.1966875477812389,7
TERÊNA,trn,del-chars,gzip,1.1977430139549743,8
TERÊNA,trn,del-chars,gzip,1.1968415887903787,9
TICUNA,tic,del-chars,gzip,1.2676890881172915,0
TICUNA,tic,del-chars,gzip,1.2693422160582495,1
TICUNA,tic,del-chars,gzip,1.270407152409728,2
TICUNA,tic,del-chars,gzip,1.2702709396205856,3
TICUNA,tic,del-chars,gzip,1.2707972163059091,4
TICUNA,tic,del-chars,gzip,1.2701842587547674,5
TICUNA,tic,del-chars,gzip,1.2694970033186388,6
TICUNA,tic,del-chars,gzip,1.2716887909257517,7
TICUNA,tic,del-chars,gzip,1.270568131160533,8
TICUNA,tic,del-chars,gzip,1.2713544504433107,9
TUCANO,tuc,del-chars,gzip,1.238555442522889,0
TUCANO,tuc,del-chars,gzip,1.2392381003373132,1
TUCANO,tuc,del-chars,gzip,1.2362062965144296,2
TUCANO,tuc,del-chars,gzip,1.2391243240349092,3
TUCANO,tuc,del-chars,gzip,1.239820367296675,4
TUCANO,tuc,del-chars,gzip,1.2379999464582105,5
TUCANO,tuc,del-chars,gzip,1.2351956952401348,6
TUCANO,tuc,del-chars,gzip,1.238327889918081,7
TUCANO,tuc,del-chars,gzip,1.2349212935696312,8
TUCANO,tuc,del-chars,gzip,1.2375046849065696,9
TUYÚCA,tuy,del-chars,gzip,1.2175948743223262,0
TUYÚCA,tuy,del-chars,gzip,1.216072826370568,1
TUYÚCA,tuy,del-chars,gzip,1.218102223639579,2
TUYÚCA,tuy,del-chars,gzip,1.2161887919287973,3
TUYÚCA,tuy,del-chars,gzip,1.216362740266141,4
TUYÚCA,tuy,del-chars,gzip,1.2129852433827153,5
TUYÚCA,tuy,del-chars,gzip,1.215232076073406,6
TUYÚCA,tuy,del-chars,gzip,1.2154857507320327,7
TUYÚCA,tuy,del-chars,gzip,1.2158336474067202,8
TUYÚCA,tuy,del-chars,gzip,1.2155944684428726,9
WANANA,gno,del-chars,gzip,1.2337610162357953,0
WANANA,gno,del-chars,gzip,1.2336143456579132,1
WANANA,gno,del-chars,gzip,1.234545384978382,2
WANANA,gno,del-chars,gzip,1.2337929011440305,3
WANANA,gno,del-chars,gzip,1.2350172816202636,4
WANANA,gno,del-chars,gzip,1.2344114683637941,5
WANANA,gno,del-chars,gzip,1.2339204407769715,6
WANANA,gno,del-chars,gzip,1.233863047942148,7
WANANA,gno,del-chars,gzip,1.2362544160597906,8
WANANA,gno,del-chars,gzip,1.2348004642442638,9
WAPISHANA,wps,del-chars,gzip,1.237272465667036,0
WAPISHANA,wps,del-chars,gzip,1.2363295719629945,1
WAPISHANA,wps,del-chars,gzip,1.2357356713831762,2
WAPISHANA,wps,del-chars,gzip,1.2363356946493844,3
WAPISHANA,wps,del-chars,gzip,1.2355642361642594,4
WAPISHANA,wps,del-chars,gzip,1.2339845830756704,5
WAPISHANA,wps,del-chars,gzip,1.2370153128386612,6
WAPISHANA,wps,del-chars,gzip,1.2346825693241166,7
WAPISHANA,wps,del-chars,gzip,1.2361091552529588,8
WAPISHANA,wps,del-chars,gzip,1.2353376967678338,9
XAVANTE,xav,del-chars,gzip,1.309889990412462,0
XAVANTE,xav,del-chars,gzip,1.3101519180018384,1
XAVANTE,xav,del-chars,gzip,1.3109920630998388,2
XAVANTE,xav,del-chars,gzip,1.3093018888438614,3
XAVANTE,xav,del-chars,gzip,1.307339902938531,4
XAVANTE,xav,del-chars,gzip,1.3110414833997213,5
XAVANTE,xav,del-chars,gzip,1.3092870627538968,6
XAVANTE,xav,del-chars,gzip,1.311244106629239,7
XAVANTE,xav,del-chars,gzip,1.3091733960641674,8
XAVANTE,xav,del-chars,gzip,1.3111551500894507,9
YAMINÁWA,yam,del-chars,gzip,1.1966702599113666,0
YAMINÁWA,yam,del-chars,gzip,1.1962605039368093,1
YAMINÁWA,yam,del-chars,gzip,1.1976725860645145,2
YAMINÁWA,yam,del-chars,gzip,1.197357389161009,3
YAMINÁWA,yam,del-chars,gzip,1.198826206731345,4
YAMINÁWA,yam,del-chars,gzip,1.1972313103996066,5
YAMINÁWA,yam,del-chars,gzip,1.196960241062592,6
YAMINÁWA,yam,del-chars,gzip,1.1964874457073333,7
YAMINÁWA,yam,del-chars,gzip,1.1970800158859238,8
YAMINÁWA,yam,del-chars,gzip,1.1979436554015293,9
YANOMAMI,[guu],del-chars,gzip,1.225777361764303,0
YANOMAMI,[guu],del-chars,gzip,1.2245787863567874,1
YANOMAMI,[guu],del-chars,gzip,1.2251495365508425,2
YANOMAMI,[guu],del-chars,gzip,1.2261312268846172,3
YANOMAMI,[guu],del-chars,gzip,1.2251951965663668,4
YANOMAMI,[guu],del-chars,gzip,1.2259828318341628,5
YANOMAMI,[guu],del-chars,gzip,1.224458928816036,6
YANOMAMI,[guu],del-chars,gzip,1.2240822336879595,7
YANOMAMI,[guu],del-chars,gzip,1.2268617871330076,8
YANOMAMI,[guu],del-chars,gzip,1.2246815213917173,9
ANCIENT_GREEK,[grc],del-chars,bz2,1.2303030303030302,0
ANCIENT_GREEK,[grc],del-chars,bz2,1.2310006540222367,1
ANCIENT_GREEK,[grc],del-chars,bz2,1.2307826466099847,2
ANCIENT_GREEK,[grc],del-chars,bz2,1.2293110965772835,3
ANCIENT_GREEK,[grc],del-chars,bz2,1.2315020710704163,4
ANCIENT_GREEK,[grc],del-chars,bz2,1.231567473294092,5
ANCIENT_GREEK,[grc],del-chars,bz2,1.2304120340091562,6
ANCIENT_GREEK,[grc],del-chars,bz2,1.235578809679529,7
ANCIENT_GREEK,[grc],del-chars,bz2,1.2327883148027032,8
ANCIENT_GREEK,[grc],del-chars,bz2,1.2313930673642903,9
APALAÍ,apl,del-chars,bz2,1.4453742843383808,0
APALAÍ,apl,del-chars,bz2,1.4470972229653807,1
APALAÍ,apl,del-chars,bz2,1.4457809406602815,2
APALAÍ,apl,del-chars,bz2,1.4456953288030392,3
APALAÍ,apl,del-chars,bz2,1.4484135052704799,4
APALAÍ,apl,del-chars,bz2,1.4443362405693188,5
APALAÍ,apl,del-chars,bz2,1.446797581465033,6
APALAÍ,apl,del-chars,bz2,1.445952164374766,7
APALAÍ,apl,del-chars,bz2,1.4470223125902937,8
APALAÍ,apl,del-chars,bz2,1.4454063887848467,9
APINAYÉ,api,del-chars,bz2,1.4737492184998247,0
APINAYÉ,api,del-chars,bz2,1.4732841305905855,1
APINAYÉ,api,del-chars,bz2,1.4715381448329496,2
APINAYÉ,api,del-chars,bz2,1.4731850134951738,3
APINAYÉ,api,del-chars,bz2,1.4715152716570854,4
APINAYÉ,api,del-chars,bz2,1.4751826041873162,5
APINAYÉ,api,del-chars,bz2,1.4765321215633054,6
APINAYÉ,api,del-chars,bz2,1.473413745253816,7
APINAYÉ,api,del-chars,bz2,1.472849540249165,8
APINAYÉ,api,del-chars,bz2,1.4728647890330746,9
APURINÃ,apu,del-chars,bz2,1.4500849617672047,0
APURINÃ,apu,del-chars,bz2,1.4517629566694987,1
APURINÃ,apu,del-chars,bz2,1.4523789294817333,2
APURINÃ,apu,del-chars,bz2,1.4523683092608326,3
APURINÃ,apu,del-chars,bz2,1.4515505522514869,4
APURINÃ,apu,del-chars,bz2,1.4494796091758708,5
APURINÃ,apu,del-chars,bz2,1.4518266779949023,6
APURINÃ,apu,del-chars,bz2,1.4528780798640613,7
APURINÃ,apu,del-chars,bz2,1.4511894647408665,8
APURINÃ,apu,del-chars,bz2,1.4523258283772302,9
ASHENINKA,cax,del-chars,bz2,1.4353686338104303,0
ASHENINKA,cax,del-chars,bz2,1.4376248560483207,1
ASHENINKA,cax,del-chars,bz2,1.4401866083809256,2
ASHENINKA,cax,del-chars,bz2,1.4384356859150627,3
ASHENINKA,cax,del-chars,bz2,1.436108956732238,4
ASHENINKA,cax,del-chars,bz2,1.438670709064843,5
ASHENINKA,cax,del-chars,bz2,1.436014947472326,6
ASHENINKA,cax,del-chars,bz2,1.438835225269689,7
ASHENINKA,cax,del-chars,bz2,1.4372605701661614,8
ASHENINKA,cax,del-chars,bz2,1.4381419069778374,9
BAKAIRI,bki,del-chars,bz2,1.3901096530959098,0
BAKAIRI,bki,del-chars,bz2,1.3895229960918292,1
BAKAIRI,bki,del-chars,bz2,1.3883151728481335,2
BAKAIRI,bki,del-chars,bz2,1.3890484941032344,3
BAKAIRI,bki,del-chars,bz2,1.3905841550845044,4
BAKAIRI,bki,del-chars,bz2,1.3940954698001053,5
BAKAIRI,bki,del-chars,bz2,1.3889708483232825,6
BAKAIRI,bki,del-chars,bz2,1.3907653285710588,7
BAKAIRI,bki,del-chars,bz2,1.3904288635246007,8
BAKAIRI,bki,del-chars,bz2,1.3876077335196833,9
BORÔRO,brr,del-chars,bz2,1.525870878766532,0
BORÔRO,brr,del-chars,bz2,1.526982111143081,1
BORÔRO,brr,del-chars,bz2,1.5278849874490272,2
BORÔRO,brr,del-chars,bz2,1.525910565637123,3
BORÔRO,brr,del-chars,bz2,1.5249779241782337,4
BORÔRO,brr,del-chars,bz2,1.5288077071902688,5
BORÔRO,brr,del-chars,bz2,1.528877159213803,6
BORÔRO,brr,del-chars,bz2,1.5261883737312603,7
BORÔRO,brr,del-chars,bz2,1.5263173560606813,8
BORÔRO,brr,del-chars,bz2,1.5251862802488367,9
CANELA,cnl,del-chars,bz2,1.400471464019851,0
CANELA,cnl,del-chars,bz2,1.4015384615384616,1
CANELA,cnl,del-chars,bz2,1.3980562448304383,2
CANELA,cnl,del-chars,bz2,1.4051447477253929,3
CANELA,cnl,del-chars,bz2,1.400471464019851,4
CANELA,cnl,del-chars,bz2,1.4002894954507858,5
CANELA,cnl,del-chars,bz2,1.3950124069478909,6
CANELA,cnl,del-chars,bz2,1.3944913151364764,7
CANELA,cnl,del-chars,bz2,1.3985773366418528,8
CANELA,cnl,del-chars,bz2,1.4046980976013235,9
CULINA,cul,del-chars,bz2,1.5384881628132354,0
CULINA,cul,del-chars,bz2,1.5406600443029212,1
CULINA,cul,del-chars,bz2,1.5420964280769762,2
CULINA,cul,del-chars,bz2,1.5383583690987124,3
CULINA,cul,del-chars,bz2,1.5405735151599058,4
CULINA,cul,del-chars,bz2,1.5426242558493701,5
CULINA,cul,del-chars,bz2,1.5413090128755365,6
CULINA,cul,del-chars,bz2,1.5400629932161152,7
CULINA,cul,del-chars,bz2,1.5413609303613458,8
CULINA,cul,del-chars,bz2,1.5399331995015921,9
DESANO,des,del-chars,bz2,1.4093695489658609,0
DESANO,des,del-chars,bz2,1.4069374532768502,1
DESANO,des,del-chars,bz2,1.4086518813854971,2
DESANO,des,del-chars,bz2,1.4090904560179416,3
DESANO,des,del-chars,bz2,1.408950909543982,4
DESANO,des,del-chars,bz2,1.4137752305008722,5
DESANO,des,del-chars,bz2,1.4093396461500125,6
DESANO,des,del-chars,bz2,1.407834537752305,7
DESANO,des,del-chars,bz2,1.40866184899078,8
DESANO,des,del-chars,bz2,1.4069972589085473,9
ENGLISH,eng,del-chars,bz2,1.292619219079935,0
ENGLISH,eng,del-chars,bz2,1.2919845231847087,1
ENGLISH,eng,del-chars,bz2,1.2950359457579124,2
ENGLISH,eng,del-chars,bz2,1.292826715814913,3
ENGLISH,eng,del-chars,bz2,1.2919112890429518,4
ENGLISH,eng,del-chars,bz2,1.2944500726238573,5
ENGLISH,eng,del-chars,bz2,1.2938641994898021,6
ENGLISH,eng,del-chars,bz2,1.2953532937055254,7
ENGLISH,eng,del-chars,bz2,1.2940350791539015,8
ENGLISH,eng,del-chars,bz2,1.2953288823249398,9
FRENCH,fre,del-chars,bz2,1.2828694872796635,0
FRENCH,fre,del-chars,bz2,1.2834555190402868,1
FRENCH,fre,del-chars,bz2,1.282248983062533,2
FRENCH,fre,del-chars,bz2,1.2826856341782915,3
FRENCH,fre,del-chars,bz2,1.2814905890193735,4
FRENCH,fre,del-chars,bz2,1.2835819180474801,5
FRENCH,fre,del-chars,bz2,1.2812952450991657,6
FRENCH,fre,del-chars,bz2,1.2836508629604946,7
FRENCH,fre,del-chars,bz2,1.2827201066347989,8
FRENCH,fre,del-chars,bz2,1.2829269413738422,9
GERMANY,ger,del-chars,bz2,1.2799541547277937,0
GERMANY,ger,del-chars,bz2,1.277295128939828,1
GERMANY,ger,del-chars,bz2,1.2801719197707737,2
GERMANY,ger,del-chars,bz2,1.2812148997134671,3
GERMANY,ger,del-chars,bz2,1.2784527220630373,4
GERMANY,ger,del-chars,bz2,1.2773409742120343,5
GERMANY,ger,del-chars,bz2,1.275323782234957,6
GERMANY,ger,del-chars,bz2,1.2797478510028653,7
GERMANY,ger,del-chars,bz2,1.2748080229226362,8
GERMANY,ger,del-chars,bz2,1.2783381088825214,9
GUAJAJARA,gjj,del-chars,bz2,1.4912010263873463,0
GUAJAJARA,gjj,del-chars,bz2,1.4887882501627667,1
GUAJAJARA,gjj,del-chars,bz2,1.4897839990808472,2
GUAJAJARA,gjj,del-chars,bz2,1.489506338324844,3
GUAJAJARA,gjj,del-chars,bz2,1.4876584581210983,4
GUAJAJARA,gjj,del-chars,bz2,1.4923116694113592,5
GUAJAJARA,gjj,del-chars,bz2,1.4881946306154494,6
GUAJAJARA,gjj,del-chars,bz2,1.4885393129332465,7
GUAJAJARA,gjj,del-chars,bz2,1.492321243920187,8
GUAJAJARA,gjj,del-chars,bz2,1.4902435755045766,9
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4519003147680862,0
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4558674332093338,1
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4565437943862023,2
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4565568013319112,3
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4550740095210843,4
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4551000234125022,5
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4536302385473843,6
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.454540724747015,7
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4568299471918005,8
GUARANI_EASTERN_BOLIVIAN,crg,del-chars,bz2,1.4595223849535652,9
GUARANI_MBYA,[gun],del-chars,bz2,1.3893055828261012,0
GUARANI_MBYA,[gun],del-chars,bz2,1.393297990706198,1
GUARANI_MBYA,[gun],del-chars,bz2,1.390274232606846,2
GUARANI_MBYA,[gun],del-chars,bz2,1.3907454676353164,3
GUARANI_MBYA,[gun],del-chars,bz2,1.3846586818509066,4
GUARANI_MBYA,[gun],del-chars,bz2,1.3911119837685713,5
GUARANI_MBYA,[gun],del-chars,bz2,1.3907585574972183,6
GUARANI_MBYA,[gun],del-chars,bz2,1.390588389292493,7
GUARANI_MBYA,[gun],del-chars,bz2,1.3883892924929642,8
GUARANI_MBYA,[gun],del-chars,bz2,1.3889521565547482,9
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3330549380365762,0
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3323671378916468,1
GUARANI_PARAGUAY,gua,del-chars,bz2,1.333251452363699,2
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3287684692762132,3
GUARANI_PARAGUAY,gua,del-chars,bz2,1.333030373745686,4
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3315810805831563,5
GUARANI_PARAGUAY,gua,del-chars,bz2,1.330672201820214,6
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3326127808005503,7
GUARANI_PARAGUAY,gua,del-chars,bz2,1.334221741853867,8
GUARANI_PARAGUAY,gua,del-chars,bz2,1.3279087190950516,9
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4564072783584978,0
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4522260936895084,1
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4536456316944122,2
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4527680991095626,3
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4544715447154473,4
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4522648083623693,5
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4537617757129953,6
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4535423925667827,7
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4499161182088012,8
GUARANI_WESTERN_BOLIVIAN,[gnw],del-chars,bz2,1.4535940121305975,9
HIXKARYÁNA,hix,del-chars,bz2,1.6139172953593812,0
HIXKARYÁNA,hix,del-chars,bz2,1.6184055683777447,1
HIXKARYÁNA,hix,del-chars,bz2,1.6177761154544377,2
HIXKARYÁNA,hix,del-chars,bz2,1.6166266796814421,3
HIXKARYÁNA,hix,del-chars,bz2,1.6164168620403396,4
HIXKARYÁNA,hix,del-chars,bz2,1.6186062635127123,5
HIXKARYÁNA,hix,del-chars,bz2,1.6148113009606,6
HIXKARYÁNA,hix,del-chars,bz2,1.6179585655771354,7
HIXKARYÁNA,hix,del-chars,bz2,1.6162709019421815,8
HIXKARYÁNA,hix,del-chars,bz2,1.6189529187458378,9
JAMAMADI,jmm,del-chars,bz2,1.5066328709379693,0
JAMAMADI,jmm,del-chars,bz2,1.5077486810023004,1
JAMAMADI,jmm,del-chars,bz2,1.510035402862535,2
JAMAMADI,jmm,del-chars,bz2,1.5065088920419325,3
JAMAMADI,jmm,del-chars,bz2,1.5077349055694076,4
JAMAMADI,jmm,del-chars,bz2,1.5096083644428526,5
JAMAMADI,jmm,del-chars,bz2,1.5068257269984708,6
JAMAMADI,jmm,del-chars,bz2,1.508065515958839,7
JAMAMADI,jmm,del-chars,bz2,1.508079291391732,8
JAMAMADI,jmm,del-chars,bz2,1.50608185362225,9
KAAPOR,urk,del-chars,bz2,1.5017139801579344,0
KAAPOR,urk,del-chars,bz2,1.5017330774298892,1
KAAPOR,urk,del-chars,bz2,1.5004153656650148,2
KAAPOR,urk,del-chars,bz2,1.5024492251281905,3
KAAPOR,urk,del-chars,bz2,1.5031367269185596,4
KAAPOR,urk,del-chars,bz2,1.5021723146848474,5
KAAPOR,urk,del-chars,bz2,1.508455317157944,6
KAAPOR,urk,del-chars,bz2,1.5025829060318734,7
KAAPOR,urk,del-chars,bz2,1.5046645086749357,8
KAAPOR,urk,del-chars,bz2,1.5014943615304555,9
KADIWÉU,kdw,del-chars,bz2,1.5143198781122833,0
KADIWÉU,kdw,del-chars,bz2,1.512265915797188,1
KADIWÉU,kdw,del-chars,bz2,1.5119187672368903,2
KADIWÉU,kdw,del-chars,bz2,1.5136159379761238,3
KADIWÉU,kdw,del-chars,bz2,1.5163738404273785,4
KADIWÉU,kdw,del-chars,bz2,1.5135773659138685,5
KADIWÉU,kdw,del-chars,bz2,1.510703747275848,6
KADIWÉU,kdw,del-chars,bz2,1.5146573836570172,7
KADIWÉU,kdw,del-chars,bz2,1.5121887716726774,8
KADIWÉU,kdw,del-chars,bz2,1.5170199224701548,9
KAIGANG,kng,del-chars,bz2,1.3762348450830715,0
KAIGANG,kng,del-chars,bz2,1.371924113156713,1
KAIGANG,kng,del-chars,bz2,1.3775033677593174,2
KAIGANG,kng,del-chars,bz2,1.3741468343062415,3
KAIGANG,kng,del-chars,bz2,1.37363044454423,4
KAIGANG,kng,del-chars,bz2,1.3735743152222721,5
KAIGANG,kng,del-chars,bz2,1.3750673551863493,6
KAIGANG,kng,del-chars,bz2,1.3718679838347552,7
KAIGANG,kng,del-chars,bz2,1.3728221823080378,8
KAIGANG,kng,del-chars,bz2,1.3769196228109564,9
KAIWÁ,kaw,del-chars,bz2,1.412441359809781,0
KAIWÁ,kaw,del-chars,bz2,1.414481717113296,1
KAIWÁ,kaw,del-chars,bz2,1.4122244714349979,2
KAIWÁ,kaw,del-chars,bz2,1.411140029561082,3
KAIWÁ,kaw,del-chars,bz2,1.4129715313925841,4
KAIWÁ,kaw,del-chars,bz2,1.4151484480431848,5
KAIWÁ,kaw,del-chars,bz2,1.414136302294197,6
KAIWÁ,kaw,del-chars,bz2,1.4138149861834073,7
KAIWÁ,kaw,del-chars,bz2,1.4099109954373112,8
KAIWÁ,kaw,del-chars,bz2,1.412031681768524,9
KARAJÁ,jva,del-chars,bz2,1.3210689883952371,0
KARAJÁ,jva,del-chars,bz2,1.3192066392746151,1
KARAJÁ,jva,del-chars,bz2,1.3201261741529222,2
KARAJÁ,jva,del-chars,bz2,1.3225472280097308,3
KARAJÁ,jva,del-chars,bz2,1.3187759710404712,4
KARAJÁ,jva,del-chars,bz2,1.3200796154249066,5
KARAJÁ,jva,del-chars,bz2,1.32098751062121,6
KARAJÁ,jva,del-chars,bz2,1.321592774085412,7
KARAJÁ,jva,del-chars,bz2,1.321173745533272,8
KARAJÁ,jva,del-chars,bz2,1.3196838662367745,9
KASHINAWA,csh,del-chars,bz2,1.3582581492137091,0
KASHINAWA,csh,del-chars,bz2,1.3590123180916733,1
KASHINAWA,csh,del-chars,bz2,1.3559583996722624,2
KASHINAWA,csh,del-chars,bz2,1.3602320233140601,3
KASHINAWA,csh,del-chars,bz2,1.3573270765248644,4
KASHINAWA,csh,del-chars,bz2,1.3576901948735138,5
KASHINAWA,csh,del-chars,bz2,1.3600085658687373,6
KASHINAWA,csh,del-chars,bz2,1.3587050641043545,7
KASHINAWA,csh,del-chars,bz2,1.358649199743024,8
KASHINAWA,csh,del-chars,bz2,1.358425742297701,9
KAYABÍ,kyz,del-chars,bz2,1.442880882241861,0
KAYABÍ,kyz,del-chars,bz2,1.4426844927864642,1
KAYABÍ,kyz,del-chars,bz2,1.4455699070926806,2
KAYABÍ,kyz,del-chars,bz2,1.4420122365737593,3
KAYABÍ,kyz,del-chars,bz2,1.4477981720673767,4
KAYABÍ,kyz,del-chars,bz2,1.4430923785784424,5
KAYABÍ,kyz,del-chars,bz2,1.445381071077876,6
KAYABÍ,kyz,del-chars,bz2,1.4454490520432057,7
KAYABÍ,kyz,del-chars,bz2,1.4472996449882922,8
KAYABÍ,kyz,del-chars,bz2,1.4461817357806481,9
