language,wals,metric,algorithm,value,run_id
NHEENGATU,[yrl],del-verses,none,-0.8805879439967587,1
NHEENGATU,[yrl],del-verses,none,-0.8866570251654436,2
NHEENGATU,[yrl],del-verses,none,-0.8832890649619592,3
NHEENGATU,[yrl],del-verses,none,-0.8832384189438617,4
NHEENGATU,[yrl],del-verses,none,-0.8856159681267726,5
NHEENGATU,[yrl],del-verses,none,-0.880433192274794,6
NHEENGATU,[yrl],del-verses,none,-0.8815614730112997,7
NHEENGATU,[yrl],del-verses,none,-0.8771186917570792,8
NHEENGATU,[yrl],del-verses,none,-0.8783313825237473,9
PALIKÚR,plk,del-verses,none,-0.8845596337738598,0
PALIKÚR,plk,del-verses,none,-0.8849700851224328,1
PALIKÚR,plk,del-verses,none,-0.8782290688301028,2
PALIKÚR,plk,del-verses,none,-0.883620402760008,3
PALIKÚR,plk,del-verses,none,-0.8820544014436055,4
PALIKÚR,plk,del-verses,none,-0.8809765044336141,5
PALIKÚR,plk,del-verses,none,-0.8801648461362107,6
PALIKÚR,plk,del-verses,none,-0.8767351738316927,7
PALIKÚR,plk,del-verses,none,-0.8771493229401629,8
PALIKÚR,plk,del-verses,none,-0.8801611483763137,9
PARECÍS,pex,del-verses,none,-0.8808102954980832,0
PARECÍS,pex,del-verses,none,-0.8818097709985525,1
PARECÍS,pex,del-verses,none,-0.8833022310364156,2
PARECÍS,pex,del-verses,none,-0.8813325439577879,3
PARECÍS,pex,del-verses,none,-0.8767155974454847,4
PARECÍS,pex,del-verses,none,-0.8818255284951816,5
PARECÍS,pex,del-verses,none,-0.8813122843192649,6
PARECÍS,pex,del-verses,none,-0.8794979211359805,7
PARECÍS,pex,del-verses,none,-0.8835183338473279,8
PARECÍS,pex,del-verses,none,-0.8815981703295342,9
PAUMARÍ,pau,del-verses,none,-0.8763909467278835,0
PAUMARÍ,pau,del-verses,none,-0.8849728974982776,1
PAUMARÍ,pau,del-verses,none,-0.881433414427433,2
PAUMARÍ,pau,del-verses,none,-0.8803282786710324,3
PAUMARÍ,pau,del-verses,none,-0.8768192821038127,4
PAUMARÍ,pau,del-verses,none,-0.880773381623955,5
PAUMARÍ,pau,del-verses,none,-0.8800356082362338,6
PAUMARÍ,pau,del-verses,none,-0.8790966239245885,7
PAUMARÍ,pau,del-verses,none,-0.8741776265647198,8
PAUMARÍ,pau,del-verses,none,-0.8821452742870731,9
PIRATAPÚYA,prt,del-verses,none,-0.8799103780689863,0
PIRATAPÚYA,prt,del-verses,none,-0.8771727669829794,1
PIRATAPÚYA,prt,del-verses,none,-0.8823542702214189,2
PIRATAPÚYA,prt,del-verses,none,-0.8817046995029372,3
PIRATAPÚYA,prt,del-verses,none,-0.875997891248682,4
PIRATAPÚYA,prt,del-verses,none,-0.8809120349450218,5
PIRATAPÚYA,prt,del-verses,none,-0.8781179394487122,6
PIRATAPÚYA,prt,del-verses,none,-0.8881796957373098,7
PIRATAPÚYA,prt,del-verses,none,-0.878517095948185,8
PIRATAPÚYA,prt,del-verses,none,-0.8799254405784004,9
PORTUGUESE,por,del-verses,none,-0.8818533416883966,0
PORTUGUESE,por,del-verses,none,-0.8831032321966404,1
PORTUGUESE,por,del-verses,none,-0.8824260677972954,2
PORTUGUESE,por,del-verses,none,-0.8806000822030415,3
PORTUGUESE,por,del-verses,none,-0.879794896673472,4
PORTUGUESE,por,del-verses,none,-0.8817219515810609,5
PORTUGUESE,por,del-verses,none,-0.8824867093852964,6
PORTUGUESE,por,del-verses,none,-0.8818567106655077,7
PORTUGUESE,por,del-verses,none,-0.8825540889275199,8
PORTUGUESE,por,del-verses,none,-0.8816680479472823,9
RIKBAKTSA,rik,del-verses,none,-0.8768174962549077,0
RIKBAKTSA,rik,del-verses,none,-0.8869092658938995,1
RIKBAKTSA,rik,del-verses,none,-0.8791793274307391,2
RIKBAKTSA,rik,del-verses,none,-0.8815564620483146,3
RIKBAKTSA,rik,del-verses,none,-0.8871677240211323,4
RIKBAKTSA,rik,del-verses,none,-0.8795738161512524,5
RIKBAKTSA,rik,del-verses,none,-0.8809834331741209,6
RIKBAKTSA,rik,del-verses,none,-0.884212459382115,7
RIKBAKTSA,rik,del-verses,none,-0.8792167358438913,8
RIKBAKTSA,rik,del-verses,none,-0.883261945611568,9
SANUMÁ,snm,del-verses,none,-0.877948743482462,0
SANUMÁ,snm,del-verses,none,-0.8804367275618534,1
SANUMÁ,snm,del-verses,none,-0.8794269078823506,2
SANUMÁ,snm,del-verses,none,-0.8780078700584575,3
SANUMÁ,snm,del-verses,none,-0.8827644475010464,4
SANUMÁ,snm,del-verses,none,-0.8858545890780767,5
SANUMÁ,snm,del-verses,none,-0.8809533071205513,6
SANUMÁ,snm,del-verses,none,-0.8746220956014495,7
SANUMÁ,snm,del-verses,none,-0.8796385187859136,8
SANUMÁ,snm,del-verses,none,-0.8835424287641457,9
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8883179663604334,0
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8793605053125294,1
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8818148883566834,2
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8781450671740441,3
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8879487718405522,4
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8732266218286605,5
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8807819733516226,6
SATERÉ-MAWÉ,[mav],del-verses,none,-0.878774218883954,7
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8821799346235322,8
SATERÉ-MAWÉ,[mav],del-verses,none,-0.8800823013401623,9
SIRIANO,sri,del-verses,none,-0.8819299183482433,0
SIRIANO,sri,del-verses,none,-0.879558667929559,1
SIRIANO,sri,del-verses,none,-0.8800466708220852,2
SIRIANO,sri,del-verses,none,-0.8809139850538024,3
SIRIANO,sri,del-verses,none,-0.8850487004704791,4
SIRIANO,sri,del-verses,none,-0.875091223267978,5
SIRIANO,sri,del-verses,none,-0.8798847425895652,6
SIRIANO,sri,del-verses,none,-0.8823913029011772,7
SIRIANO,sri,del-verses,none,-0.8849821546214983,8
SIRIANO,sri,del-verses,none,-0.8817990448452476,9
SPANISH,spa,del-verses,none,-0.8808075563867633,0
SPANISH,spa,del-verses,none,-0.8797780517879161,1
SPANISH,spa,del-verses,none,-0.8808046065168527,2
SPANISH,spa,del-verses,none,-0.8799963421613107,3
SPANISH,spa,del-verses,none,-0.8812175883043558,4
SPANISH,spa,del-verses,none,-0.8798399990560416,5
SPANISH,spa,del-verses,none,-0.8794653655773781,6
SPANISH,spa,del-verses,none,-0.8777219924601325,7
SPANISH,spa,del-verses,none,-0.8808282054761385,8
SPANISH,spa,del-verses,none,-0.8834004920383011,9
TENHARIM,[pah],del-verses,none,-0.8806735778253263,0
TENHARIM,[pah],del-verses,none,-0.8848814068586963,1
TENHARIM,[pah],del-verses,none,-0.8765551732884151,2
TENHARIM,[pah],del-verses,none,-0.882445808755146,3
TENHARIM,[pah],del-verses,none,-0.8787533900013658,4
TENHARIM,[pah],del-verses,none,-0.880897952016441,5
TENHARIM,[pah],del-verses,none,-0.8835367876119432,6
TENHARIM,[pah],del-verses,none,-0.883044139931452,7
TENHARIM,[pah],del-verses,none,-0.8814686428938417,8
TENHARIM,[pah],del-verses,none,-0.8856260690292077,9
TERÊNA,trn,del-verses,none,-0.8756766155923327,0
TERÊNA,trn,del-verses,none,-0.8808195078043491,1
TERÊNA,trn,del-verses,none,-0.8827138268927848,2
TERÊNA,trn,del-verses,none,-0.8835566556880715,3
TERÊNA,trn,del-verses,none,-0.8843831188756828,4
TERÊNA,trn,del-verses,none,-0.8805433381748256,5
TERÊNA,trn,del-verses,none,-0.8830104535319027,6
TERÊNA,trn,del-verses,none,-0.8766196837346316,7
TERÊNA,trn,del-verses,none,-0.878894503201522,8
TERÊNA,trn,del-verses,none,-0.8828017920340404,9
TICUNA,tic,del-verses,none,-0.877857971100672,0
TICUNA,tic,del-verses,none,-0.8785529523696259,1
TICUNA,tic,del-verses,none,-0.8760907861092941,2
TICUNA,tic,del-verses,none,-0.8806880686210382,3
TICUNA,tic,del-verses,none,-0.8805784325385027,4
TICUNA,tic,del-verses,none,-0.8856198340964501,5
TICUNA,tic,del-verses,none,-0.8793947344948564,6
TICUNA,tic,del-verses,none,-0.88548789914967,7
TICUNA,tic,del-verses,none,-0.8816357703514301,8
TICUNA,tic,del-verses,none,-0.8818550425165012,9
TUCANO,tuc,del-verses,none,-0.8832623293777186,0
TUCANO,tuc,del-verses,none,-0.8771743561486738,1
TUCANO,tuc,del-verses,none,-0.8842814713273932,2
TUCANO,tuc,del-verses,none,-0.8850855855250485,3
TUCANO,tuc,del-verses,none,-0.8782539746536038,4
TUCANO,tuc,del-verses,none,-0.8765180735305317,5
TUCANO,tuc,del-verses,none,-0.8893727013309322,6
TUCANO,tuc,del-verses,none,-0.8735076850022623,7
TUCANO,tuc,del-verses,none,-0.8793918298413722,8
TUCANO,tuc,del-verses,none,-0.8821155147002827,9
TUYÚCA,tuy,del-verses,none,-0.8759734107697166,0
TUYÚCA,tuy,del-verses,none,-0.8769696082735743,1
TUYÚCA,tuy,del-verses,none,-0.8823331561744989,2
TUYÚCA,tuy,del-verses,none,-0.8785974155350326,3
TUYÚCA,tuy,del-verses,none,-0.8824846398155494,4
TUYÚCA,tuy,del-verses,none,-0.8820327564117376,5
TUYÚCA,tuy,del-verses,none,-0.8767565041683677,6
TUYÚCA,tuy,del-verses,none,-0.882220185323546,7
TUYÚCA,tuy,del-verses,none,-0.8823280211358192,8
TUYÚCA,tuy,del-verses,none,-0.8827362567108537,9
WANANA,gno,del-verses,none,-0.8863850067753815,0
WANANA,gno,del-verses,none,-0.8790317546929333,1
WANANA,gno,del-verses,none,-0.8784458301704818,2
WANANA,gno,del-verses,none,-0.8834573976494561,3
WANANA,gno,del-verses,none,-0.8815647204978949,4
WANANA,gno,del-verses,none,-0.8775498287529875,5
WANANA,gno,del-verses,none,-0.8812163873625544,6
WANANA,gno,del-verses,none,-0.8752866701164399,7
WANANA,gno,del-verses,none,-0.8829097293673022,8
WANANA,gno,del-verses,none,-0.8782324006193484,9
WAPISHANA,wps,del-verses,none,-0.8770588314127465,0
WAPISHANA,wps,del-verses,none,-0.8816000827074435,1
WAPISHANA,wps,del-verses,none,-0.8827430536277361,2
WAPISHANA,wps,del-verses,none,-0.8795783452001922,3
WAPISHANA,wps,del-verses,none,-0.8847935089973062,4
WAPISHANA,wps,del-verses,none,-0.8759560654997004,5
WAPISHANA,wps,del-verses,none,-0.8829268479465772,6
WAPISHANA,wps,del-verses,none,-0.881540732458651,7
WAPISHANA,wps,del-verses,none,-0.8814450062509214,8
WAPISHANA,wps,del-verses,none,-0.8777844360673377,9
XAVANTE,xav,del-verses,none,-0.8785830374287952,0
XAVANTE,xav,del-verses,none,-0.8800674769623567,1
XAVANTE,xav,del-verses,none,-0.8766104895029877,2
XAVANTE,xav,del-verses,none,-0.8783148460044842,3
XAVANTE,xav,del-verses,none,-0.8808197539075491,4
XAVANTE,xav,del-verses,none,-0.881561303195769,5
XAVANTE,xav,del-verses,none,-0.8827507321625884,6
XAVANTE,xav,del-verses,none,-0.8802538700022529,7
XAVANTE,xav,del-verses,none,-0.8728611733911197,8
XAVANTE,xav,del-verses,none,-0.8809686001480417,9
YAMINÁWA,yam,del-verses,none,-0.8812228675724313,0
YAMINÁWA,yam,del-verses,none,-0.8860054243532994,1
YAMINÁWA,yam,del-verses,none,-0.8798753081049732,2
YAMINÁWA,yam,del-verses,none,-0.8815810795827683,3
YAMINÁWA,yam,del-verses,none,-0.8818369453044376,4
YAMINÁWA,yam,del-verses,none,-0.877137544883112,5
YAMINÁWA,yam,del-verses,none,-0.8845000810241452,6
YAMINÁWA,yam,del-verses,none,-0.873815554930106,7
YAMINÁWA,yam,del-verses,none,-0.8795320215950669,8
YAMINÁWA,yam,del-verses,none,-0.8819798036657029,9
YANOMAMI,[guu],del-verses,none,-0.8755440814032256,0
YANOMAMI,[guu],del-verses,none,-0.8790247611086289,1
YANOMAMI,[guu],del-verses,none,-0.8819523514405546,2
YANOMAMI,[guu],del-verses,none,-0.8753711283743857,3
YANOMAMI,[guu],del-verses,none,-0.8795652393237536,4
YANOMAMI,[guu],del-verses,none,-0.8827054177536284,5
YANOMAMI,[guu],del-verses,none,-0.8797580098871481,6
YANOMAMI,[guu],del-verses,none,-0.8796625254024761,7
YANOMAMI,[guu],del-verses,none,-0.8834170474035427,8
YANOMAMI,[guu],del-verses,none,-0.8783077266765634,9
ANCIENT_GREEK,[grc],del-words,gzip,0.9290218978102189,0
ANCIENT_GREEK,[grc],del-words,gzip,0.9271021897810219,1
ANCIENT_GREEK,[grc],del-words,gzip,0.927970802919708,2
ANCIENT_GREEK,[grc],del-words,gzip,0.92807299270073,3
ANCIENT_GREEK,[grc],del-words,gzip,0.9261970802919708,4
ANCIENT_GREEK,[grc],del-words,gzip,0.9277883211678832,5
ANCIENT_GREEK,[grc],del-words,gzip,0.9259051094890511,6
ANCIENT_GREEK,[grc],del-words,gzip,0.9281824817518248,7
ANCIENT_GREEK,[grc],del-words,gzip,0.927029197080292,8
ANCIENT_GREEK,[grc],del-words,gzip,0.9281386861313868,9
APALAÍ,apl,del-words,gzip,0.9452784827033525,0
APALAÍ,apl,del-words,gzip,0.9470482169093095,1
APALAÍ,apl,del-words,gzip,0.9459596634165888,2
APALAÍ,apl,del-words,gzip,0.9459463069320155,3
APALAÍ,apl,del-words,gzip,0.946099906504608,4
APALAÍ,apl,del-words,gzip,0.9466608788566849,5
APALAÍ,apl,del-words,gzip,0.9473620942967811,6
APALAÍ,apl,del-words,gzip,0.9458060638439962,7
APALAÍ,apl,del-words,gzip,0.9458127420862829,8
APALAÍ,apl,del-words,gzip,0.9442299986643515,9
APINAYÉ,api,del-words,gzip,0.9952462882137014,0
APINAYÉ,api,del-words,gzip,0.9941820943522716,1
APINAYÉ,api,del-words,gzip,0.9935210752577271,2
APINAYÉ,api,del-words,gzip,0.9920958993375745,3
APINAYÉ,api,del-words,gzip,0.9953259855513414,4
APINAYÉ,api,del-words,gzip,0.9938211122935487,5
APINAYÉ,api,del-words,gzip,0.9953447378660804,6
APINAYÉ,api,del-words,gzip,0.9941211493293703,7
APINAYÉ,api,del-words,gzip,0.9939945712048831,8
APINAYÉ,api,del-words,gzip,0.9924568813962974,9
APURINÃ,apu,del-words,gzip,0.934175834794252,0
APURINÃ,apu,del-words,gzip,0.9337548141297296,1
APURINÃ,apu,del-words,gzip,0.9347003851303783,2
APURINÃ,apu,del-words,gzip,0.9362119183357951,3
APURINÃ,apu,del-words,gzip,0.9367985864748837,4
APURINÃ,apu,del-words,gzip,0.9361014866860843,5
APURINÃ,apu,del-words,gzip,0.9350316800795108,6
APURINÃ,apu,del-words,gzip,0.9362602321825435,7
APURINÃ,apu,del-words,gzip,0.9355562304156371,8
APURINÃ,apu,del-words,gzip,0.9351697196416493,9
ASHENINKA,cax,del-words,gzip,0.9163881326043488,0
ASHENINKA,cax,del-words,gzip,0.9171407279515388,1
ASHENINKA,cax,del-words,gzip,0.9162036729604297,2
ASHENINKA,cax,del-words,gzip,0.9193616220643248,3
ASHENINKA,cax,del-words,gzip,0.9152592395835639,4
ASHENINKA,cax,del-words,gzip,0.9183581616014048,5
ASHENINKA,cax,del-words,gzip,0.9171776198803225,6
ASHENINKA,cax,del-words,gzip,0.9162184297319432,7
ASHENINKA,cax,del-words,gzip,0.9161372674886188,8
ASHENINKA,cax,del-words,gzip,0.919450162693406,9
BAKAIRI,bki,del-words,gzip,0.9368562205652552,0
BAKAIRI,bki,del-words,gzip,0.9345257728056753,1
BAKAIRI,bki,del-words,gzip,0.9355585234369509,2
BAKAIRI,bki,del-words,gzip,0.9349475243723742,3
BAKAIRI,bki,del-words,gzip,0.9342662333800144,4
BAKAIRI,bki,del-words,gzip,0.934298675808222,5
BAKAIRI,bki,del-words,gzip,0.9339418090979383,6
BAKAIRI,bki,del-words,gzip,0.9355801517224226,7
BAKAIRI,bki,del-words,gzip,0.9357045143638851,8
BAKAIRI,bki,del-words,gzip,0.9353692759390732,9
BORÔRO,brr,del-words,gzip,0.9722589167767504,0
BORÔRO,brr,del-words,gzip,0.9714700708083167,1
BORÔRO,brr,del-words,gzip,0.9714262460322926,2
BORÔRO,brr,del-words,gzip,0.9726596004432563,3
BORÔRO,brr,del-words,gzip,0.971601545136389,4
BORÔRO,brr,del-words,gzip,0.9710881691886781,5
BORÔRO,brr,del-words,gzip,0.974011907817714,6
BORÔRO,brr,del-words,gzip,0.9718770151571118,7
BORÔRO,brr,del-words,gzip,0.9727222072661479,8
BORÔRO,brr,del-words,gzip,0.9734171430002442,9
CANELA,cnl,del-words,gzip,0.9855036136525045,0
CANELA,cnl,del-words,gzip,0.9875715419643231,1
CANELA,cnl,del-words,gzip,0.9846785311442536,2
CANELA,cnl,del-words,gzip,0.9865741320967539,3
CANELA,cnl,del-words,gzip,0.9863495843255211,4
CANELA,cnl,del-words,gzip,0.9855349458996533,5
CANELA,cnl,del-words,gzip,0.9837751180181309,6
CANELA,cnl,del-words,gzip,0.9856289426410996,7
CANELA,cnl,del-words,gzip,0.9847673058445086,8
CANELA,cnl,del-words,gzip,0.9861981451309688,9
CULINA,cul,del-words,gzip,0.943210387122754,0
CULINA,cul,del-words,gzip,0.9441463600448396,1
CULINA,cul,del-words,gzip,0.9434607054623815,2
CULINA,cul,del-words,gzip,0.9439286919234243,3
CULINA,cul,del-words,gzip,0.9430144858134802,4
CULINA,cul,del-words,gzip,0.9437872076445044,5
CULINA,cul,del-words,gzip,0.9426335666010035,6
CULINA,cul,del-words,gzip,0.9418227528487315,7
CULINA,cul,del-words,gzip,0.9439014834082474,8
CULINA,cul,del-words,gzip,0.943667490177726,9
DESANO,des,del-words,gzip,0.9484993577017401,0
DESANO,des,del-words,gzip,0.9500888836985999,1
DESANO,des,del-words,gzip,0.9496606848586295,2
DESANO,des,del-words,gzip,0.9490378501823089,3
DESANO,des,del-words,gzip,0.9506403519015921,4
DESANO,des,del-words,gzip,0.9487134571217253,5
DESANO,des,del-words,gzip,0.9493557553816808,6
DESANO,des,del-words,gzip,0.9496152698301478,7
DESANO,des,del-words,gzip,0.9476883750502809,8
DESANO,des,del-words,gzip,0.9488237507623237,9
ENGLISH,eng,del-words,gzip,0.9441287730148017,0
ENGLISH,eng,del-words,gzip,0.9439168720275001,1
ENGLISH,eng,del-words,gzip,0.9465146211681238,2
ENGLISH,eng,del-words,gzip,0.9441366211995166,3
ENGLISH,eng,del-words,gzip,0.9448272614544256,4
ENGLISH,eng,del-words,gzip,0.9460358819005165,5
ENGLISH,eng,del-words,gzip,0.9424021723775291,6
ENGLISH,eng,del-words,gzip,0.9449685287792934,7
ENGLISH,eng,del-words,gzip,0.9443249776326735,8
ENGLISH,eng,del-words,gzip,0.943351802728029,9
FRENCH,fre,del-words,gzip,0.9441448064271729,0
FRENCH,fre,del-words,gzip,0.9453675295741473,1
FRENCH,fre,del-words,gzip,0.9430496065531959,2
FRENCH,fre,del-words,gzip,0.9436497160731834,3
FRENCH,fre,del-words,gzip,0.9463952171271257,4
FRENCH,fre,del-words,gzip,0.9459376336181353,5
FRENCH,fre,del-words,gzip,0.94524000630115,6
FRENCH,fre,del-words,gzip,0.943574702383185,7
FRENCH,fre,del-words,gzip,0.9443248392831691,8
FRENCH,fre,del-words,gzip,0.945285014515149,9
GERMANY,ger,del-words,gzip,0.9371880724079883,0
GERMANY,ger,del-words,gzip,0.9339844416264359,1
GERMANY,ger,del-words,gzip,0.9363055907806626,2
GERMANY,ger,del-words,gzip,0.9371287459120337,3
GERMANY,ger,del-words,gzip,0.9369285189881866,4
GERMANY,ger,del-words,gzip,0.9353563668453877,5
GERMANY,ger,del-words,gzip,0.9363871647126002,6
GERMANY,ger,del-words,gzip,0.9350374869296314,7
GERMANY,ger,del-words,gzip,0.9356085044531951,8
GERMANY,ger,del-words,gzip,0.9369730138601526,9
GUAJAJARA,gjj,del-words,gzip,0.974802962962963,0
GUAJAJARA,gjj,del-words,gzip,0.9733866666666666,1
GUAJAJARA,gjj,del-words,gzip,0.9740325925925926,2
GUAJAJARA,gjj,del-words,gzip,0.9757155555555556,3
GUAJAJARA,gjj,del-words,gzip,0.974797037037037,4
GUAJAJARA,gjj,del-words,gzip,0.9741511111111111,5
GUAJAJARA,gjj,del-words,gzip,0.9743644444444445,6
GUAJAJARA,gjj,del-words,gzip,0.974157037037037,7
GUAJAJARA,gjj,del-words,gzip,0.9741155555555555,8
GUAJAJARA,gjj,del-words,gzip,0.971602962962963,9
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.964309634640501,0
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9628780014065169,1
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9638826563075583,2
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9621412544790864,3
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9642928903921503,4
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9660091758480962,5
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9628528850339908,6
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9631793978768293,7
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9648203342151971,8
GUARANI_EASTERN_BOLIVIAN,crg,del-words,gzip,0.9629533505240949,9
GUARANI_MBYA,[gun],del-words,gzip,0.9525221061093248,0
GUARANI_MBYA,[gun],del-words,gzip,0.9496918542336549,1
GUARANI_MBYA,[gun],del-words,gzip,0.9534850616291533,2
GUARANI_MBYA,[gun],del-words,gzip,0.9531166264737406,3
GUARANI_MBYA,[gun],del-words,gzip,0.9530328912111469,4
GUARANI_MBYA,[gun],del-words,gzip,0.9527984324758842,5
GUARANI_MBYA,[gun],del-words,gzip,0.951400053590568,6
GUARANI_MBYA,[gun],del-words,gzip,0.952195538585209,7
GUARANI_MBYA,[gun],del-words,gzip,0.9507552920685959,8
GUARANI_MBYA,[gun],del-words,gzip,0.9549588022508039,9
GUARANI_PARAGUAY,gua,del-words,gzip,0.9325435786830627,0
GUARANI_PARAGUAY,gua,del-words,gzip,0.9340726552817524,1
GUARANI_PARAGUAY,gua,del-words,gzip,0.9335656456727133,2
GUARANI_PARAGUAY,gua,del-words,gzip,0.9314893206071239,3
GUARANI_PARAGUAY,gua,del-words,gzip,0.9339760820228878,4
GUARANI_PARAGUAY,gua,del-words,gzip,0.9331874004088268,5
GUARANI_PARAGUAY,gua,del-words,gzip,0.9328493940028006,6
GUARANI_PARAGUAY,gua,del-words,gzip,0.9351269133576913,7
GUARANI_PARAGUAY,gua,del-words,gzip,0.9338070788198748,8
GUARANI_PARAGUAY,gua,del-words,gzip,0.9341128941396127,9
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9648695594358518,0
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9623845815014586,1
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9636312259501508,2
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9613540220905397,3
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9618111250550602,4
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.964046774099715,5
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9632821655045171,6
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.960805498533115,7
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9638390000249328,8
GUARANI_WESTERN_BOLIVIAN,[gnw],del-words,gzip,0.9614953084613914,9
HIXKARYÁNA,hix,del-words,gzip,0.9817314328910898,0
HIXKARYÁNA,hix,del-words,gzip,0.9818464673466482,1
HIXKARYÁNA,hix,del-words,gzip,0.9811891276006004,2
HIXKARYÁNA,hix,del-words,gzip,0.9833583487625579,3
HIXKARYÁNA,hix,del-words,gzip,0.9796060343788687,4
HIXKARYÁNA,hix,del-words,gzip,0.9807454232720182,5
HIXKARYÁNA,hix,del-words,gzip,0.9803455415931724,6
HIXKARYÁNA,hix,del-words,gzip,0.9807673345968864,7
HIXKARYÁNA,hix,del-words,gzip,0.9790472955947281,8
HIXKARYÁNA,hix,del-words,gzip,0.9782913548867732,9
JAMAMADI,jmm,del-words,gzip,0.9602605066959998,0
JAMAMADI,jmm,del-words,gzip,0.9641977895343355,1
JAMAMADI,jmm,del-words,gzip,0.9631501754753549,2
JAMAMADI,jmm,del-words,gzip,0.9602605066959998,3
JAMAMADI,jmm,del-words,gzip,0.961535103801093,4
JAMAMADI,jmm,del-words,gzip,0.961735896495731,5
JAMAMADI,jmm,del-words,gzip,0.9603739982190561,6
JAMAMADI,jmm,del-words,gzip,0.960216856110209,7
JAMAMADI,jmm,del-words,gzip,0.961989069893318,8
JAMAMADI,jmm,del-words,gzip,0.9627835105547117,9
KAAPOR,urk,del-words,gzip,0.9950944986156254,0
KAAPOR,urk,del-words,gzip,0.998790176959191,1
KAAPOR,urk,del-words,gzip,0.9954496208017335,2
KAAPOR,urk,del-words,gzip,0.9962501504755026,3
KAAPOR,urk,del-words,gzip,0.9975622968580715,4
KAAPOR,urk,del-words,gzip,0.9984109786926688,5
KAAPOR,urk,del-words,gzip,0.9970867942698929,6
KAAPOR,urk,del-words,gzip,0.9978090766823161,7
KAAPOR,urk,del-words,gzip,0.9982544841699771,8
KAAPOR,urk,del-words,gzip,0.9981581798483207,9
KADIWÉU,kdw,del-words,gzip,0.9364636388294506,0
KADIWÉU,kdw,del-words,gzip,0.9376812030981586,1
KADIWÉU,kdw,del-words,gzip,0.9365781622012598,2
KADIWÉU,kdw,del-words,gzip,0.9370663934179199,3
KADIWÉU,kdw,del-words,gzip,0.937180916789729,4
KADIWÉU,kdw,del-words,gzip,0.935866911786866,5
KADIWÉU,kdw,del-words,gzip,0.9374521563545403,6
KADIWÉU,kdw,del-words,gzip,0.9377414785570055,7
KADIWÉU,kdw,del-words,gzip,0.9377414785570055,8
KADIWÉU,kdw,del-words,gzip,0.9388987673668666,9
KAIGANG,kng,del-words,gzip,1.0002122030925065,0
KAIGANG,kng,del-words,gzip,0.9983801830605344,1
KAIGANG,kng,del-words,gzip,0.9972342863609999,2
KAIGANG,kng,del-words,gzip,0.9976233253639283,3
KAIGANG,kng,del-words,gzip,0.9981821268408618,4
KAIGANG,kng,del-words,gzip,0.9979769971847723,5
KAIGANG,kng,del-words,gzip,0.999823164089578,6
KAIGANG,kng,del-words,gzip,0.9975879581818439,7
KAIGANG,kng,del-words,gzip,0.9974677097627569,8
KAIGANG,kng,del-words,gzip,0.9986701939536266,9
KAIWÁ,kaw,del-words,gzip,0.9429628416754505,0
KAIWÁ,kaw,del-words,gzip,0.943807116468987,1
KAIWÁ,kaw,del-words,gzip,0.9417092215274722,2
KAIWÁ,kaw,del-words,gzip,0.9452909933788389,3
KAIWÁ,kaw,del-words,gzip,0.9438582846382922,4
KAIWÁ,kaw,del-words,gzip,0.943377303846823,5
KAIWÁ,kaw,del-words,gzip,0.943807116468987,6
KAIWÁ,kaw,del-words,gzip,0.9431265798172273,7
KAIWÁ,kaw,del-words,gzip,0.941658053358167,8
KAIWÁ,kaw,del-words,gzip,0.9421850855020109,9
KARAJÁ,jva,del-words,gzip,0.9256035220552519,0
KARAJÁ,jva,del-words,gzip,0.9220722144691088,1
KARAJÁ,jva,del-words,gzip,0.9251254847837652,2
KARAJÁ,jva,del-words,gzip,0.9249173072623114,3
KARAJÁ,jva,del-words,gzip,0.923683662690733,4
KARAJÁ,jva,del-words,gzip,0.9224731489548718,5
